Child_ID	Parent_ID	Kind	Rank	Pos	Source	Note
2723	3997	reflex	2			review:auto-alternate
2748	2621	component	1	2		
2749	3335	component	1	2		
2755	d1337	borrowed	1			
2755-2	2755	derived	1			
2755-2	2755	reflex	1			
2780	d1385	borrowed	1			
2795	d1265	borrowed	1			
2795	2779	reflex	2			
2795	7733	reflex	3			
2795	7918	reflex	4			
2795-2	2795	derived	1			
2795-2	2795	reflex	1			
2800	d1164	borrowed	1			
2800	2805	reflex	2			review:auto-alternate
2800-2	2800	derived	1			
2800-2	2800	reflex	1			
2800-3	2800	derived	1			
2800-3	2800	reflex	1			
2813	d2069	borrowed	1			
2813-2	2813	derived	1			
2813-2	2813	reflex	1			
2842	11212	component	1	2		
2848	3083	derived	1			
2918	d1297	borrowed	1			
2918	f_sk6dypd2f5cgq	reflex	2			review:auto-alternate
292	d327	borrowed	1			
2927	d1297	borrowed	1			
2927	2918	reflex	2			
2927	f_43ftn2lqdagde	reflex	3			
2950	d1374	borrowed	1			
2951	2950	component	1	1		
2955	d241	borrowed	1			
2957	d1221	borrowed	1			
2960	d1222	borrowed	1			
2960	2956	reflex	2			review:auto-alternate
2961	2960	derived	1			
2963	d1187	borrowed	1			
2972	3854	derived	1			
2990	3264	component	1	2		
3009	d1417	borrowed	1			
3009	2760	reflex	2			review:auto-alternate
3011	3009	component	1	1		
3016	d1107	borrowed	1			
3023	d1160	borrowed	1			
3023	3998	reflex	2			review:auto-alternate
3024	3023	component	1	1		
3025	3023	component	1	1		
3026	3023	derived	1			
3028	d1418	borrowed	1			
3028	3031	reflex	2			review:auto-alternate
3031	d372	borrowed	1			
3031	3028	reflex	2			review:auto-alternate
3083	d1494	borrowed	1			
3083	2622	reflex	2			
3083	2848	reflex	3			
3085	3083	component	1	1		
3087	3083	component	1	1		
3089	3083	component	1	1		
3090	3083	component	1	1		
3092	3083	component	1	1		
3093	3083	component	1	1		
3094	3083	component	1	1		
3095	3083	component	1	1		
3096	3083	component	1	1		
3098	3083	derived	1			
3102	3083	derived	1			
3106	12115	component	1	2		
3121	3232	component	1	2		
3147	12115	component	1	2		
3227	d1651	borrowed	1			
3227	3246	reflex	2			review:auto-alternate
3227-2	3227	derived	1			
3227-2	3227	reflex	1			
3227-3	3227	derived	1			
3227-3	3227	reflex	1			
3229	d1650	borrowed	1			
3232	d1655	borrowed	1			
3232	3493	reflex	2			review:auto-alternate
3243	4479	component	1	4		
3244	f_2ceiq5z24ziau	borrowed	1			
3246	d1827	borrowed	1			
3257	d1822	borrowed	1			
3259	3504	derived	1			
3264	d1669	borrowed	1			
3264	3227	reflex	2			review:auto-alternate
3264-2	3264	derived	1			
3264-2	3264	reflex	1			
3265	3264	component	1	1		
3266	d2081	borrowed	1			
3286	d1722	borrowed	1			
3286-2	3286	derived	1			
3286-2	3286	reflex	1			
3286-3	3286	derived	1			
3286-3	3286	reflex	1			
3288	6914	derived	1			
3308	3264	component	1	1		
3335	d2153	borrowed	1			
3335	922	reflex	2			
3335	2749	reflex	3			
3335	3346	reflex	4			
3340	d1883	borrowed	1			
3340	3350	reflex	2			
3340	4525	reflex	3			
3350	d1883	borrowed	1			
3350	3340	reflex	2			review:auto-alternate
3351	3350	component	1	1		
3354	3227	component	1	2		
3361	12115	derived	1			
3392	d1882	borrowed	1			
3392	3391	reflex	2			
3392	4423	reflex	3			
3392	4424	reflex	4			
3401	d1741	borrowed	1			
3401	3400	reflex	2			
3401	3407	reflex	3			
3401	3783	reflex	4			
3401	3863	reflex	5			
3401	10317	reflex	6			
3401	13639	reflex	7			
3403	3401	component	1	1		
3412	d1705	borrowed	1			
3412-2	3412	component	1	1		
3462	d2026	borrowed	1			
3462	2712	reflex	2			review:auto-alternate
3465	d2004	borrowed	1			
3476	2512	derived	1			
347a	3232	component	1	2		
3493	d1655	borrowed	1			
3493	3232	reflex	2			review:auto-alternate
3496	d1660	borrowed	1			
35	10092	component	1	2		
3502	d1651	borrowed	1			
3502	3227	reflex	2			review:auto-alternate
3504	d2209	borrowed	1			
3505	3504	component	1	1		
3506	3504	component	1	1		
3527	d2149	borrowed	1			
3560	3392	derived	1			
3676	3392	component	1	2		
3701	11429	component	1	2		
3769	d1158	borrowed	1			
3801	d1180	borrowed	1			
3801-2	3801	derived	1			
3801-2	3801	reflex	1			
3827	d1104	borrowed	1			
3827	2621	reflex	2			review:auto-alternate
3854	d1104	borrowed	1			
3854	2621	reflex	2			review:auto-alternate
3938	d1732	borrowed	1			
3938-2	3938	derived	1			
3938-2	3938	reflex	1			
3954	4153	derived	1			
3997	2723	component	1	4		
3998	d1946	borrowed	1			
3998-2	3998	derived	1			
3998-2	3998	reflex	1			
3998-3	3998	derived	1			
3998-3	3998	reflex	1			
3998-4	3998	derived	1			
3998-4	3998	reflex	1			
4004	3998	component	1	1		
4018	11429	component	1	2		
4153	d1519	borrowed	1			
4153-2	4153	derived	1			
4153-2	4153	reflex	1			
4153-3	4153	derived	1			
4153-3	4153	reflex	1			
4153-4	4153	derived	1			
4153-4	4153	reflex	1			
4153-5	4153	derived	1			
4153-5	4153	reflex	1			
4153-6	4153	derived	1			
4153-6	4153	reflex	1			
4156	4153	component	1	1		
4176	d1865	borrowed	1			
4176	4199	reflex	2			review:auto-alternate
4176-2	4176	derived	1			
4183	3232	derived	1			
420a	4879	derived	1			
4216	d1829	borrowed	1			
4257	3232	component	1	2		
4258	3264	component	1	2		
4268	4843	component	1	2		
4271	d2069	borrowed	1			
4275	f_4wfie2kpbshc6	borrowed	1			
4286	d1338	borrowed	1			
4286	4324	reflex	2			review:auto-alternate
4286-2	4286	derived	1			
4286-2	4286	reflex	1			
4286-3	4286	derived	1			
4286-3	4286	reflex	1			
4322	3227	component	1	1		
4324	d1338	borrowed	1			
4324	4286	reflex	2			review:auto-alternate
4405	4153	derived	1			
4431	4324	component	1	2		
4479	d1946	borrowed	1			
4479	3243	reflex	2			review:auto-alternate
4479-2	4479	derived	1			
4479-2	4479	reflex	1			
4479-3	4479	derived	1			
4479-3	4479	reflex	1			
4479-4	4479	derived	1			
4479-4	4479	reflex	1			
4480	4479	derived	1			
4494	d1871	borrowed	1			
4525	d1883	borrowed	1			
4525	3340	reflex	2			
4525	3264	reflex	3			
4542	6914	component	1	2		
4546	d3003	borrowed	1			
4546	4538	reflex	2			
4546	9889	reflex	3			
4633	3504	derived	1			
4661	f_ejuyjmpto2dws	derived	1			
4662	4661	derived	1			
4665	4661	component	1	1		
4666	4661	component	1	1		
4668	4661	component	1	1		
4669	4661	derived	1			
4670	4661	component	1	1		
4673	d2335	borrowed	1			
4673	4818	reflex	2			
4673	4674	reflex	3			
4673-2	4673	derived	1			
4673-2	4673	reflex	1			
4673-3	4673	derived	1			
4673-3	4673	reflex	1			
4673-4	4673	derived	1			
4673-4	4673	reflex	1			
4736	d2306	borrowed	1			
4736	4738	reflex	2			
4736	4739	reflex	3			
4738	d2306	borrowed	1			
4738	4736	reflex	2			
4738	4739	reflex	3			
4744	4661	derived	1			
4745	4661	derived	1			
4780	d2488	borrowed	1			
4781	d2495	borrowed	1			
4782	4780	derived	1			
4843	d2491	borrowed	1			
4843	11071	reflex	2			review:auto-alternate
4844	4843	derived	1			
4846	4843	derived	1			
4860	d2724	borrowed	1			
4860-2	4860	derived	1			
4860-2	4860	reflex	1			
4860-3	4860	derived	1			
4860-3	4860	reflex	1			
4860-4	4860	derived	1			
4860-4	4860	reflex	1			
4878	4879	component	1	1		
4879	d2709	borrowed	1			
4880	4879	component	1	1		
4881	4879	component	1	1		
4882	4879	component	1	1		
4883	d2721	borrowed	1			
4883	5258	reflex	2			
4883	5086	reflex	3			
4883-2	4883	derived	1			
4883-2	4883	reflex	1			
4883-3	4883	derived	1			
4883-3	4883	reflex	1			
4883-4	4883	derived	1			
4884	4883	derived	1			
4885	4883	component	1	1		
49	d13	borrowed	1			
491	d155	borrowed	1			
491	8331	reflex	2			
491	8423	reflex	3			
491-2	491	derived	1			
491-2	491	reflex	1			
491-3	491	derived	1			
491-3	491	reflex	1			
4910	4843	derived	1			
492	491	derived	1			
4936	4883	derived	1			
50	d5	borrowed	1			
5005	5073	component	1	2		
5021	3392	component	1	2		
5052	5073	component	1	2		
5073	d2856	borrowed	1			
5073	5005	reflex	2			
5073	5052	reflex	3			
5530	3264	component	1	1		
5539	d449	borrowed	1			
5539-2	5539	derived	1			
5539-3	5539	derived	1			
5539-3	5539	reflex	1			
5539-4	5539	derived	1			
5539-4	5539	reflex	1			
5539-5	5539	derived	1			
5539-5	5539	reflex	1			
5539-6	5539	derived	1			
5539-6	5539	reflex	1			
5539-7	5539	derived	1			
5539-7	5539	reflex	1			
5539-8	5539	derived	1			
5539-8	5539	reflex	1			
5571	3232	component	1	2		
5624	11429	component	1	2		
5723	d3411	borrowed	1			
5747	d3121	borrowed	1			
5784	4883	component	1	2		
583	11429	component	1	2		
5855	d3343	borrowed	1			
5855-2	5855	derived	1			
5855-3	5855	derived	1			
5855-4	5855	derived	1			
5904	d3393	borrowed	1			
5904	5880	reflex	2			review:auto-alternate
5905	5904	derived	1			
591	3023	component	1	2		
5959	3227	component	1	2		
5960	3264	component	1	2		
5974	d3555	borrowed	1			
5975	5974	component	1	1		
6173	d3069	borrowed	1			
6173	6619	reflex	2			review:auto-alternate
6173-2	6173	derived	1			
6173-2	6173	reflex	1			
6173-3	6173	derived	1			
6173-3	6173	reflex	1			
6328	f_rdxzaxwb657ne	derived	1			
6329	6328	component	1	1		
6332	12115	component	1	2		
6336	2780	component	1	2		
646	3246	component	1	2		
6563a	3023	component	1	2		
6566	6328	derived	1			
6575	6586	component	1	1		
6586-2	6586	derived	1			
6586-2	6586	reflex	1			
6586-3	6586	derived	1			
6586-3	6586	reflex	1			
6619	6173	component	1	1		
675	12115	component	1	2		
69	3998	component	1	2		
6914	f_o3w4d2zjysjjy	reflex	1			
6914	f_ctehc33fks42y	reflex	2		lubotsky2011iail;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hnā́kš, revision 92171780]	
6914-2	6914	derived	1			
6914-2	6914	reflex	1			
6915	6914	component	1	1		
6916	6914	component	1	1		
6917	6914	component	1	1		
6918	6914	component	1	1		
6919	6914	component	1	1		
6920	6914	derived	1			
7038	d3732	borrowed	1			
7038	9693	reflex	2			review:auto-alternate
7429	2780	component	1	2		
7473	2780	derived	1			
7552	d3690	borrowed	1			
7552	f_tw2bkpulkd6ls	reflex	2			review:auto-alternate
759	4883	derived	1			
7620	d4047	borrowed	1			
7688	d3836	borrowed	1			
7688	8162	reflex	2			
7688	8251	reflex	3			
7690	7688	derived	1			
7698	d4250	borrowed	1			
7705	d3868	borrowed	1			
7705	f_s2tpne3fghrb2	reflex	2			review:auto-alternate
7705-2	7705	derived	1			
7705-2	7705	reflex	1			
7716	d3893	borrowed	1			
7780	7972	derived	1			
7781	d3988	borrowed	1			
7781-2	7781	derived	1			
7781-2	7781	reflex	1			
7972	d4018	borrowed	1			
7972	7780	reflex	2			review:auto-alternate
8015	8042	derived	1			
8031	d4064	borrowed	1			
8031	8030	reflex	2			review:auto-alternate
8042	d3881	borrowed	1			
8042-2	8042	derived	1			
8042-2	8042	reflex	1			
8043	8042	component	1	1		
8214	d4198	borrowed	1			
8240	d4312	borrowed	1			
8252	3392	component	1	2		
8253	8391	component	1	2		
8256	d4259	borrowed	1			
8256-2	8256	component	1	1		
8264	d4335	borrowed	1			
8264-2	8264	derived	1			
8264-2	8264	reflex	1			
8313	d4048	borrowed	1			
8314	8313	component	1	1		
8315	8313	component	1	1		
8331	491	component	1	1		
8391	d4452	borrowed	1			
8391-2	8391	derived	1			
8391-2	8391	reflex	1			
8391-3	8391	derived	1			
8391-3	8391	reflex	1			
8391-4	8391	derived	1			
8391-4	8391	reflex	1			
8391-5	8391	derived	1			
8391-5	8391	reflex	1			
8391-6	8391	derived	1			
8391-6	8391	reflex	1			
8391-7	8391	derived	1			
8391-7	8391	reflex	1			
8391-8	8391	derived	1			
8391-8	8391	reflex	1			
8391-9	8391	derived	1			
8391-9	8391	reflex	1			
8395	8391	derived	1			
8399	d4587	borrowed	1			
8399	8394	reflex	2			review:auto-alternate
8399-10	8399	derived	1			
8399-10	8399	reflex	1			
8399-2	8399	derived	1			
8399-2	8399	reflex	1			
8399-3	8399	derived	1			
8399-3	8399	reflex	1			
8399-4	8399	derived	1			
8399-4	8399	reflex	1			
8399-5	8399	derived	1			
8399-5	8399	reflex	1			
8399-6	8399	derived	1			
8399-6	8399	reflex	1			
8399-7	8399	derived	1			
8399-7	8399	reflex	1			
8399-8	8399	derived	1			
8399-8	8399	reflex	1			
8399-9	8399	derived	1			
8399-9	8399	reflex	1			
8401	8399	component	1	1		
8402	8399	component	1	1		
8405	8391	derived	1			
8423	491	component	1	2		
8584	9907	derived	1			
8669	6586	derived	1			
8794	d3998	borrowed	1			
8865	3392	component	1	2		
900	12115	derived	1			
9011	d4352	borrowed	1			
9011	f_o3azebivuph52	reflex	2			review:auto-alternate
9113	8391	derived	1			
9114	8391	derived	1			
9116	10146	derived	1			
9176	8042	component	1	2		
9294	3232	component	1	2		
9607	3232	component	1	2		
9624	8391	derived	1			
9702	d4900	borrowed	1			
9721	d4640	borrowed	1			
9748	d5106	borrowed	1			
9790	3264	component	1	2		
9805	6328	component	1	2		
9865	d4642	borrowed	1			
9865-2	9865	derived	1			
9865-2	9865	reflex	1			
9865-3	9865	derived	1			
9865-3	9865	reflex	1			
9866	9865	component	1	1		
9882	d4626	borrowed	1			
9907	d4730	borrowed	1			
9920	d5101	borrowed	1			
9921	9920	component	1	1		
9922	9920	derived	1			
9996	d4796	borrowed	1			
f_222nw7lqgjttw	d4806	reflex	1			
f_222ticyiinbac	d5044	reflex	1			
f_222txqf234u6k	d4422	reflex	1			
f_222tzy5gn2rh4	3854	reflex	1			
f_223hjuv45fep4	d5018	reflex	1			
f_223n7czxfrfq4	d4172	reflex	1			
f_223v23aycsa6y	d2686	reflex	1			
f_223x5ykves6qq	d5092	reflex	1			
f_223yjce44guqq	d3684	reflex	1			
f_224p2727tw7we	d3246	reflex	1			
f_224wrmnljiiqg	d4876	reflex	1			
f_2255gf4t5spvm	d4910	reflex	1			
f_225b2lvhdbtn6	d5381	variant	1			
f_225jck5buwor6	d1017	reflex	1			
f_226g3q5cdfujq	d976	variant	1			
f_226r6iblhrnxq	d3221	reflex	1			
f_226rvorpa4zts	d2084	reflex	1			
f_226wv2vha3cji	d1785	reflex	1			
f_226xp5t2volac	d1543	reflex	1			
f_226yaltwh4cq6	3264	reflex	1			
f_227g5bmcuqbkc	d3419	reflex	1			
f_227rpexynv2vy	d4723	reflex	1			
f_22abvgkarh73c	d772	reflex	1			
f_22aithneyjkpa	d2057	reflex	1			
f_22azunjezb57k	d4562	reflex	1			
f_22b3dpwmm37uo	f_3npnbokddokrg	variant	1			
f_22b66phlhv674	d732	reflex	1			
f_22bbv26ve47v2	d2032	reflex	1			
f_22beod37bjkdy	d5429	reflex	1			
f_22bm27zqsbnrk	d3868	reflex	1			
f_22bpki6oukpe4	d4447	reflex	1			
f_22cdipke2erjk	d2899	reflex	1			
f_22cx53rl2rkpa	d5153	reflex	1			
f_22d6tndhstlow	d4392	reflex	1			
f_22dckvxotyc4w	d1036	reflex	1			
f_22eaqsziqkgwo	d5347	reflex	1			
f_22eh2hlsacj26	d5282	reflex	1			
f_22ezzt4h7tnfi	d264	reflex	1			
f_22f27ff5nos3k	d1876	reflex	1			
f_22f4ctgntky7e	d2119	reflex	1			
f_22fapdpzoxowo	d3659	reflex	1			
f_22fg7dzksy2gg	3023	reflex	1			
f_22fuqt3c5gb7e	f_pfxrgxawrzuzm	variant	1			
f_22gtysnspbpwu	f_rbarirspoc74e	variant	1			
f_22guxmy4drak2	d4509	reflex	1			
f_22gxde23og4b4	d2254	reflex	1			
f_22ho7dgo2yjbm	d109	reflex	1			
f_22i5pqits6g2s	d3259	reflex	1			
f_22ihc4h66ueoq	f_ctjd4hfg22g36	variant	1			
f_22ipqp4wub6jo	d4431	reflex	1			
f_22j4ihgbhhh7i	d264	reflex	1			
f_22kmmyv257dw4	d5516	reflex	1			
f_22ldakomqtqmm	10203	reflex	1			
f_22lkfvmzhhvd4	d3526	reflex	1			
f_22lvzvh3jcshs	d3482	reflex	1			
f_22lx3l7r6fhyc	7781	reflex	1			
f_22mn5fm3uhmwo	d1184	reflex	1			
f_22msxswfu5efs	d1844	reflex	1			
f_22n2plewbwxgu	d1089	reflex	1			
f_22nf2cncnwvbu	d5520	reflex	1			
f_22nnq36iw3zxg	d2489	reflex	1			
f_22nobwpsef5hc	2963	reflex	1			
f_22nutylnxgtju	d4866	variant	1			
f_22oamwpwtcgho	d196	reflex	1			
f_22oewbiw7hpg6	d3633	reflex	1			
f_22osc7o26cxyg	d4834	reflex	1			
f_22pphypknyeyq	f_cm4sn7xwal3oi	reflex	1			
f_22prxgfljwqpa	d1125	reflex	1			
f_22pstqr5agrbq	d664	reflex	1			
f_22ptotvjafssc	d3790	reflex	1			
f_22q2j7djiydc2	d2599	variant	1			
f_22qnbvgrgsme2	d4616	reflex	1			
f_22qtxezzuhlwg	d1616	reflex	1			
f_22qxiridgcwba	d3305	reflex	1			
f_22rmfvtxz4bwq	d1963	reflex	1			
f_22rsnxnotvdlo	d4016	reflex	1			
f_22rtis76r5f4u	f_4ypo3f4rrnw32	reflex	1			
f_22rtxgi2irhlk	d5119	reflex	1			
f_22saw3kthc4a2	d2740	reflex	1			
f_22snfry4kuyrw	d5533	reflex	1			
f_22spvzd2ewu2a	d990	reflex	1			
f_22t4c2nlwu4eu	d5241	reflex	1			
f_22t5ctd2rmwha	d3398	reflex	1			
f_22th4vnpjhos2	10302	reflex	1			
f_22tiqgc2jlj64	d657	reflex	1			
f_22tnbvwvamtr4	d2698	reflex	1			
f_22tr543i6djsg	d1447	reflex	1			
f_22trwhlczg7oy	d3085	reflex	1			
f_22u36cmfzyi36	d604	reflex	1			
f_22vzt65kod4s4	d4659	reflex	1			
f_22w6goso27hjk	d3353	variant	1			
f_22wfwxd4v3wa2	d557	reflex	1			
f_22wq3y5tmbaoe	f_cei6h7kxywxr4	variant	1			
f_22x4njl6xow4k	d2433	reflex	1			
f_22x62prhgiolq	d2476	reflex	1			
f_22xnvu5kyvabw	d5020	reflex	1			
f_22ynzknxsg6p2	d3714	reflex	1			
f_22yqjrvemenew	d3103	reflex	1			
f_22yr7im52lbns	d3794	reflex	1			
f_22z6ben6gf3ly	d2207	variant	1			
f_22zj7xzxm6jfm	d2493	reflex	1			
f_22zvjmw5ml7dw	d2687	reflex	1			
f_2324mhxjci254	f_ojqgtvfuwoklm	variant	1			
f_232xjhmdnpfs2	d688	reflex	1			
f_23335sz5xuplg	d3994	reflex	1			
f_233hzqlt6s7kg	d404	reflex	1			
f_234bh6btlirwm	d4879	reflex	1			
f_234bzhphhauvu	d3199	reflex	1			
f_234jhmmergnru	d4091	reflex	1			
f_234lxelfkfehw	d5151	reflex	1			
f_234nuqnpgmxci	d4121	reflex	1			
f_234nyyhuj4ffq	2723	reflex	1			
f_2352ph4kpxfr4	d4687	reflex	1			
f_2353odpwv3ieo	d643	reflex	1			
f_2355idbrw6sfc	d183	reflex	1			
f_235c4fbnqhag2	d2923	reflex	1			
f_235uyk54noalk	d170	reflex	1			
f_2363ncd6ndxsu	f_5zf7otwk3gks4	reflex	1			
f_2364mlobasujo	3023	reflex	1			
f_2364q3gzfh6ew	d3675	reflex	1			
f_2366n72wlkrfe	d1183	reflex	1			
f_236mdcyqid6ss	d2266	reflex	1			
f_2376n5cfcrf6a	d3951	reflex	1			
f_237fagxx6ncoy	d4141	reflex	1			
f_237fmq6morako	d813	reflex	1			
f_237krx3awu2vc	d3069	reflex	1			
f_237mls4awyva4	f_cjhsypurb3j36	variant	1			
f_237qxuv6s6u7e	d2537	reflex	1			
f_23a6rgrdf4mzw	d3922	reflex	1			
f_23ac4euo5p474	d752	reflex	1			
f_23b3ybpcawghm	d1910	reflex	1			
f_23b6vi2s3qjgm	f_5vhg6qdk7phy6	variant	1			
f_23bd4oaftshpy	d4995	reflex	1			
f_23bi72shkfcqm	f_mbtrcqwvsgmlg	variant	1			
f_23bkh3vz7h34w	d4397	reflex	1			
f_23cdfcmviucta	d1347	reflex	1			
f_23dahbfsqvsr2	d5450	reflex	1			
f_23dh3jcayl46a	d3825	reflex	1			
f_23dzo5tq2gh2u	3083	reflex	1			
f_23e6ckvo34knk	d4177	reflex	1			
f_23ehjqqs5rjem	d1063	reflex	1			
f_23er37e5zhqby	3504	reflex	1			
f_23f54uyabcviw	3023	reflex	1			
f_23f5zwpggx75a	d1003	reflex	1			
f_23fgpgpzi33tm	d5551	reflex	1			
f_23fmhhdum67ao	d3259	reflex	1			
f_23fuei5djtxbc	d333	reflex	1			
f_23fvakfdkadzo	d3602	reflex	1			
f_23ggi2f77qmio	d3023	reflex	1			
f_23gqcvrruwjbm	d3940	reflex	1			
f_23guoha5u7iwk	d3682	reflex	1			
f_23hg33rphyvno	d1003	reflex	1			
f_23hkfu2mxt46y	d4922	reflex	1			
f_23hpdz3qiog7u	d4938	reflex	1			
f_23ietqvmtqghe	d4990	reflex	1			
f_23ifcr4zhbyqo	d4556	variant	1			
f_23igkxni2aeym	d5393	reflex	1			
f_23ijj6hbmpkvs	d2200	reflex	1			
f_23itwmnzya5mm	d1341	reflex	1			
f_23jhka3isnzu2	d1507	reflex	1			
f_23k4kgsgskio2	d1293	reflex	1			
f_23kbzllpgr6rw	d13	reflex	1			
f_23ke3vxh6bn3q	d3848	reflex	1			
f_23kf4mcupftqs	d2886	reflex	1			
f_23kzekpbahlzc	8391-6	reflex	1			
f_23mfqamzfnrb2	d3115	reflex	1			
f_23mgnxjwsrtdg	d1647	reflex	1			
f_23nahbave7hhk	d3688	reflex	1			
