family_id	language	forms	analysis	unresolved	scope
644	Kalk	[]	Palula áaḍu is early and root-accented before final u. This fits the extended-nominal pattern and subsequent root-a lengthening after rdh reduction. Because the old dictionary also points to árdha, this family is not an unambiguous demonstration of accent reset from an exclusively oxytone ancestor.	The exact relationship of the two old accent variants must remain visible in sensitivity calculations.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
644	Kund	[]	Palula áaḍu is early and root-accented before final u. This fits the extended-nominal pattern and subsequent root-a lengthening after rdh reduction. Because the old dictionary also points to árdha, this family is not an unambiguous demonstration of accent reset from an exclusively oxytone ancestor.	The exact relationship of the two old accent variants must remain visible in sensitivity calculations.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
644	bro	[]	Palula áaḍu is early and root-accented before final u. This fits the extended-nominal pattern and subsequent root-a lengthening after rdh reduction. Because the old dictionary also points to árdha, this family is not an unambiguous demonstration of accent reset from an exclusively oxytone ancestor.	The exact relationship of the two old accent variants must remain visible in sensitivity calculations.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
644	Ush	[]	Palula áaḍu is early and root-accented before final u. This fits the extended-nominal pattern and subsequent root-a lengthening after rdh reduction. Because the old dictionary also points to árdha, this family is not an unambiguous demonstration of accent reset from an exclusively oxytone ancestor.	The exact relationship of the two old accent variants must remain visible in sensitivity calculations.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
722	Sh	"[{""form"": ""āpŭ"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""little, few"", ""record_id"": ""f_yptg2rfpgy474"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Gupis"", ""gloss"": ""few"", ""record_id"": ""f_bjvl6tohvevfo"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""punl"", ""gloss"": ""few"", ""record_id"": ""f_akqlnvqpqatwc"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""gil"", ""gloss"": ""few"", ""record_id"": ""f_oqi2ed7cb7y24"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Haramosh"", ""gloss"": ""few"", ""record_id"": ""f_ziboncqg7jiie"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Bagrot"", ""gloss"": ""few"", ""record_id"": ""f_tj5khhoo7lcxu"", ""excluded"": """"}, {""form"": ""ˈʌpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Bunji"", ""gloss"": ""few"", ""record_id"": ""f_qn3ltqdbfl4va"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Rondu"", ""gloss"": ""few"", ""record_id"": ""f_e2vh2nhtrroj2"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""DashkinAstor"", ""gloss"": ""few"", ""record_id"": ""f_nruvxscbfuxsu"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Astor"", ""gloss"": ""few"", ""record_id"": ""f_tm5ty4ho5dykg"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""KachuraJel"", ""gloss"": ""few"", ""record_id"": ""f_32lmnjzx5qr4m"", ""excluded"": """"}, {""form"": ""ˈɑpʰo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Satpara"", ""gloss"": ""few"", ""record_id"": ""f_47wk3jgari6ny"", ""excluded"": """"}, {""form"": ""ˈɑɸo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""ChilasKhinar"", ""gloss"": ""few"", ""record_id"": ""f_6camss26if5b6"", ""excluded"": """"}, {""form"": ""ˈɑɸo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""ChilasJelil"", ""gloss"": ""few"", ""record_id"": ""f_qz6nedsrmssuu"", ""excluded"": """"}, {""form"": ""ˈɑpʰo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Darel"", ""gloss"": ""few"", ""record_id"": ""f_h2nf7yrsvji2u"", ""excluded"": """"}, {""form"": ""ˈɑpʰo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Tangir"", ""gloss"": ""few"", ""record_id"": ""f_vl6ccwbdrlutk"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Sazin"", ""gloss"": ""few"", ""record_id"": ""f_tdw2nezzo5jpg"", ""excluded"": """"}, {""form"": ""ˈɑpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Harban"", ""gloss"": ""few"", ""record_id"": ""f_7dtfabepaal6y"", ""excluded"": """"}, {""form"": ""ˈɑfo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Jalkot"", ""gloss"": ""few"", ""record_id"": ""f_j5ewj2ylywo74"", ""excluded"": """"}, {""form"": ""ˈɑfo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""pales"", ""gloss"": ""few"", ""record_id"": ""f_lt4rgjrvitzto"", ""excluded"": """"}, {""form"": ""ˈɑpʰo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Kolai"", ""gloss"": ""few"", ""record_id"": ""f_wd3hu7mwgnge6"", ""excluded"": """"}, {""form"": ""ápa"", ""outcome"": ""S@-2"", ""source"": ""schmidt"", ""dialect"": ""koh"", ""gloss"": ""few"", ""record_id"": ""f_nspyajgynzhwm"", ""excluded"": """"}, {""form"": ""ápo"", ""outcome"": ""S@-2"", ""source"": ""schmidt"", ""dialect"": ""gur"", ""gloss"": ""few"", ""record_id"": ""f_6v2pv3by4kgwu"", ""excluded"": """"}, {""form"": ""ápo"", ""outcome"": ""S@-2"", ""source"": ""schmidt"", ""dialect"": ""Astor"", ""gloss"": ""few"", ""record_id"": ""f_bidfsf4j7dutw"", ""excluded"": """"}, {""form"": ""aápo"", ""outcome"": ""L@-2"", ""source"": ""degener-shina2008"", ""dialect"": ""gil"", ""gloss"": ""little, slight"", ""record_id"": ""f_q67ynpv7gvpow"", ""excluded"": """"}]"	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.	Gilgit quantity and mora accent should be checked against its paradigm and other sources; the old short a does not itself predict late rather than early compensation.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
722	Phal	[]	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.	Gilgit quantity and mora accent should be checked against its paradigm and other sources; the old short a does not itself predict late rather than early compensation.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
722	Sv	[]	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.	Gilgit quantity and mora accent should be checked against its paradigm and other sources; the old short a does not itself predict late rather than early compensation.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
722	Kalk	[]	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.	Gilgit quantity and mora accent should be checked against its paradigm and other sources; the old short a does not itself predict late rather than early compensation.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
722	Kund	[]	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.	Gilgit quantity and mora accent should be checked against its paradigm and other sources; the old short a does not itself predict late rather than early compensation.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
722	bro	"[{""form"": ""'apo"", ""outcome"": ""stress-marked@-2"", ""source"": ""schmidt"", ""dialect"": ""bro"", ""gloss"": ""few"", ""record_id"": ""f_2nbaoxngmtrik"", ""excluded"": """"}]"	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.	Gilgit quantity and mora accent should be checked against its paradigm and other sources; the old short a does not itself predict late rather than early compensation.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
722	Ush	"[{""form"": ""'ɑːpo"", ""outcome"": ""stress-marked@-2"", ""source"": ""rensch-decker-hallberg1992"", ""dialect"": ""SSNP-ushojo-USH"", ""gloss"": ""few"", ""record_id"": ""f_vexnxobizrjgw"", ""excluded"": """"}]"	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.	Gilgit quantity and mora accent should be checked against its paradigm and other sources; the old short a does not itself predict late rather than early compensation.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
905	Sh	"[{""form"": ""ăšātṷ"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""weak, thin"", ""record_id"": ""f_zqimt6jopy2a4"", ""excluded"": """"}, {""form"": ""ăšātīlṷ"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""weak, thin"", ""record_id"": ""f_pnje7vtthbmc2"", ""excluded"": """"}, {""form"": ""š"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""weak, thin"", ""record_id"": ""f_svclq76wpfvwe"", ""excluded"": """"}, {""form"": ""ašaáto"", ""outcome"": ""L@-2"", ""source"": ""degener-shina2008"", ""dialect"": ""gil"", ""gloss"": ""weak"", ""record_id"": ""f_75am3jmtjhvkm"", ""excluded"": """"}]"	Gilgit ašaáto ‘weak’ has late aa on the final root syllable before o after old kt reduction. This is a valuable additional candidate for the Gilgit newly long late class, independently conditioned by cluster history even though the old word's accent is unrecorded. The longer ašātīlu is a separate derivative, and isolated š is explanatory material rather than an attested word.	Read the adjective paradigm and compare positive śakta-related forms; exclude the fragment from counts.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
905	Phal	[]	Gilgit ašaáto ‘weak’ has late aa on the final root syllable before o after old kt reduction. This is a valuable additional candidate for the Gilgit newly long late class, independently conditioned by cluster history even though the old word's accent is unrecorded. The longer ašātīlu is a separate derivative, and isolated š is explanatory material rather than an attested word.	Read the adjective paradigm and compare positive śakta-related forms; exclude the fragment from counts.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
905	Sv	[]	Gilgit ašaáto ‘weak’ has late aa on the final root syllable before o after old kt reduction. This is a valuable additional candidate for the Gilgit newly long late class, independently conditioned by cluster history even though the old word's accent is unrecorded. The longer ašātīlu is a separate derivative, and isolated š is explanatory material rather than an attested word.	Read the adjective paradigm and compare positive śakta-related forms; exclude the fragment from counts.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
905	Kalk	[]	Gilgit ašaáto ‘weak’ has late aa on the final root syllable before o after old kt reduction. This is a valuable additional candidate for the Gilgit newly long late class, independently conditioned by cluster history even though the old word's accent is unrecorded. The longer ašātīlu is a separate derivative, and isolated š is explanatory material rather than an attested word.	Read the adjective paradigm and compare positive śakta-related forms; exclude the fragment from counts.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
905	Kund	[]	Gilgit ašaáto ‘weak’ has late aa on the final root syllable before o after old kt reduction. This is a valuable additional candidate for the Gilgit newly long late class, independently conditioned by cluster history even though the old word's accent is unrecorded. The longer ašātīlu is a separate derivative, and isolated š is explanatory material rather than an attested word.	Read the adjective paradigm and compare positive śakta-related forms; exclude the fragment from counts.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
905	bro	[]	Gilgit ašaáto ‘weak’ has late aa on the final root syllable before o after old kt reduction. This is a valuable additional candidate for the Gilgit newly long late class, independently conditioned by cluster history even though the old word's accent is unrecorded. The longer ašātīlu is a separate derivative, and isolated š is explanatory material rather than an attested word.	Read the adjective paradigm and compare positive śakta-related forms; exclude the fragment from counts.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
905	Ush	[]	Gilgit ašaáto ‘weak’ has late aa on the final root syllable before o after old kt reduction. This is a valuable additional candidate for the Gilgit newly long late class, independently conditioned by cluster history even though the old word's accent is unrecorded. The longer ašātīlu is a separate derivative, and isolated š is explanatory material rather than an attested word.	Read the adjective paradigm and compare positive śakta-related forms; exclude the fragment from counts.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1236	Sh	"[{""form"": ""āmŭ"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""unripe, raw"", ""record_id"": ""f_ncqxmbpeni2wg"", ""excluded"": """"}]"	Palula óomu and Biori úumu have early root accent and retain the final gender vowel. This is diagnostic for accent assignment to a long root before extension: the long ā then undergoes Ashret/Biori raising. Copying final accent from āmá would not predict the early raised root. The independently attested āmaka formation makes extension substantially better grounded here than a suffix supplied only from modern u.	The accent of the historical extended formation itself is reconstructed; Shina's older unmarked āmŭ confirms shape only.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1236	Phal	"[{""form"": ""ṓmo"", ""outcome"": ""syllable-marked@-2"", ""source"": ""CDIAL"", ""dialect"": ""Phal"", ""gloss"": ""unripe, raw"", ""record_id"": ""f_jisfg3ar373nw"", ""excluded"": """"}, {""form"": ""ε῀mi"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Phal"", ""gloss"": ""unripe, raw"", ""record_id"": ""f_2hlercxytbfiq"", ""excluded"": """"}, {""form"": ""óomu"", ""outcome"": ""E@-2"", ""source"": ""liljegren"", ""dialect"": ""Phal"", ""gloss"": ""unripe; raw"", ""record_id"": ""f_bofzrqsrbabiy"", ""excluded"": """"}, {""form"": ""úumu"", ""outcome"": ""E@-2"", ""source"": ""liljegren"", ""dialect"": ""biori"", ""gloss"": ""unripe; raw"", ""record_id"": ""f_mnm3phpk6csga"", ""excluded"": """"}]"	Palula óomu and Biori úumu have early root accent and retain the final gender vowel. This is diagnostic for accent assignment to a long root before extension: the long ā then undergoes Ashret/Biori raising. Copying final accent from āmá would not predict the early raised root. The independently attested āmaka formation makes extension substantially better grounded here than a suffix supplied only from modern u.	The accent of the historical extended formation itself is reconstructed; Shina's older unmarked āmŭ confirms shape only.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1236	Sv	[]	Palula óomu and Biori úumu have early root accent and retain the final gender vowel. This is diagnostic for accent assignment to a long root before extension: the long ā then undergoes Ashret/Biori raising. Copying final accent from āmá would not predict the early raised root. The independently attested āmaka formation makes extension substantially better grounded here than a suffix supplied only from modern u.	The accent of the historical extended formation itself is reconstructed; Shina's older unmarked āmŭ confirms shape only.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1236	Kalk	[]	Palula óomu and Biori úumu have early root accent and retain the final gender vowel. This is diagnostic for accent assignment to a long root before extension: the long ā then undergoes Ashret/Biori raising. Copying final accent from āmá would not predict the early raised root. The independently attested āmaka formation makes extension substantially better grounded here than a suffix supplied only from modern u.	The accent of the historical extended formation itself is reconstructed; Shina's older unmarked āmŭ confirms shape only.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1236	Kund	[]	Palula óomu and Biori úumu have early root accent and retain the final gender vowel. This is diagnostic for accent assignment to a long root before extension: the long ā then undergoes Ashret/Biori raising. Copying final accent from āmá would not predict the early raised root. The independently attested āmaka formation makes extension substantially better grounded here than a suffix supplied only from modern u.	The accent of the historical extended formation itself is reconstructed; Shina's older unmarked āmŭ confirms shape only.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1236	bro	[]	Palula óomu and Biori úumu have early root accent and retain the final gender vowel. This is diagnostic for accent assignment to a long root before extension: the long ā then undergoes Ashret/Biori raising. Copying final accent from āmá would not predict the early raised root. The independently attested āmaka formation makes extension substantially better grounded here than a suffix supplied only from modern u.	The accent of the historical extended formation itself is reconstructed; Shina's older unmarked āmŭ confirms shape only.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1236	Ush	[]	Palula óomu and Biori úumu have early root accent and retain the final gender vowel. This is diagnostic for accent assignment to a long root before extension: the long ā then undergoes Ashret/Biori raising. Copying final accent from āmá would not predict the early raised root. The independently attested āmaka formation makes extension substantially better grounded here than a suffix supplied only from modern u.	The accent of the historical extended formation itself is reconstructed; Shina's older unmarked āmŭ confirms shape only.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1440	Sh	[]	Palula aawíiṛu and Strand awʹiṛo both accent the final root syllable before the gender vowel, despite old initial ā́. The shift cannot be simple attraction to an inherited long vowel because the old second nucleus is vocalic r. An extended-adjective accent rule predicts the locus, while quantity differs between the primary modern sources. Covered or enclosed to narrow/tight is semantically plausible.	The vocalic-r-to-i and subsequent lengthening history needs separate evidence; source disagreement in i/ii must remain visible.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1440	Phal	"[{""form"": ""awī́ṛu"", ""outcome"": ""syllable-marked@-2"", ""source"": ""CDIAL"", ""dialect"": ""Phal"", ""gloss"": ""narrow"", ""record_id"": ""f_ppmo5yp7gbgwy"", ""excluded"": """"}, {""form"": ""aawíiṛu"", ""outcome"": ""E@-2"", ""source"": ""liljegren"", ""dialect"": ""Phal"", ""gloss"": ""narrow ; tight"", ""record_id"": ""f_ckakslbwtixv2"", ""excluded"": """"}, {""form"": ""awʹiṛo"", ""outcome"": ""S@-2"", ""source"": ""strand"", ""dialect"": ""Phal"", ""gloss"": ""narrow"", ""record_id"": ""f_oxurr6h2nbpmq"", ""excluded"": """"}]"	Palula aawíiṛu and Strand awʹiṛo both accent the final root syllable before the gender vowel, despite old initial ā́. The shift cannot be simple attraction to an inherited long vowel because the old second nucleus is vocalic r. An extended-adjective accent rule predicts the locus, while quantity differs between the primary modern sources. Covered or enclosed to narrow/tight is semantically plausible.	The vocalic-r-to-i and subsequent lengthening history needs separate evidence; source disagreement in i/ii must remain visible.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1440	Sv	[]	Palula aawíiṛu and Strand awʹiṛo both accent the final root syllable before the gender vowel, despite old initial ā́. The shift cannot be simple attraction to an inherited long vowel because the old second nucleus is vocalic r. An extended-adjective accent rule predicts the locus, while quantity differs between the primary modern sources. Covered or enclosed to narrow/tight is semantically plausible.	The vocalic-r-to-i and subsequent lengthening history needs separate evidence; source disagreement in i/ii must remain visible.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1440	Kalk	[]	Palula aawíiṛu and Strand awʹiṛo both accent the final root syllable before the gender vowel, despite old initial ā́. The shift cannot be simple attraction to an inherited long vowel because the old second nucleus is vocalic r. An extended-adjective accent rule predicts the locus, while quantity differs between the primary modern sources. Covered or enclosed to narrow/tight is semantically plausible.	The vocalic-r-to-i and subsequent lengthening history needs separate evidence; source disagreement in i/ii must remain visible.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1440	Kund	[]	Palula aawíiṛu and Strand awʹiṛo both accent the final root syllable before the gender vowel, despite old initial ā́. The shift cannot be simple attraction to an inherited long vowel because the old second nucleus is vocalic r. An extended-adjective accent rule predicts the locus, while quantity differs between the primary modern sources. Covered or enclosed to narrow/tight is semantically plausible.	The vocalic-r-to-i and subsequent lengthening history needs separate evidence; source disagreement in i/ii must remain visible.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1440	bro	[]	Palula aawíiṛu and Strand awʹiṛo both accent the final root syllable before the gender vowel, despite old initial ā́. The shift cannot be simple attraction to an inherited long vowel because the old second nucleus is vocalic r. An extended-adjective accent rule predicts the locus, while quantity differs between the primary modern sources. Covered or enclosed to narrow/tight is semantically plausible.	The vocalic-r-to-i and subsequent lengthening history needs separate evidence; source disagreement in i/ii must remain visible.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
1440	Ush	[]	Palula aawíiṛu and Strand awʹiṛo both accent the final root syllable before the gender vowel, despite old initial ā́. The shift cannot be simple attraction to an inherited long vowel because the old second nucleus is vocalic r. An extended-adjective accent rule predicts the locus, while quantity differs between the primary modern sources. Covered or enclosed to narrow/tight is semantically plausible.	The vocalic-r-to-i and subsequent lengthening history needs separate evidence; source disagreement in i/ii must remain visible.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
