family_id	input_family	language	dialect	source	form	gloss	notation	position_from_right	outcome	status	exclusion	record_id	analysis
722	álpa	Sh	Kolai	backstrom1992	ˈɑpʰo	few	survey-phonetic	2	stress-marked@-2	penultimate		f_wd3hu7mwgnge6	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.
722	álpa	Sh	koh	schmidt	ápa	few	shina-mora	2	S@-2	penultimate		f_nspyajgynzhwm	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.
722	álpa	Sh	gur	schmidt	ápo	few	shina-mora	2	S@-2	penultimate		f_6v2pv3by4kgwu	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.
722	álpa	Sh	Astor	schmidt	ápo	few	shina-mora	2	S@-2	penultimate		f_bidfsf4j7dutw	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.
722	álpa	Sh	gil	degener-shina2008	aápo	little, slight	gilgit-mora	2	L@-2	penultimate		f_q67ynpv7gvpow	Kohistani ápa and Guresi/Astori ápo keep root prominence after lp reduction, whereas Degener's Gilgit aápo has late long aa. This is a further test of dialect-specific compensation: an originally short root vowel before a cluster can become late long in Gilgit while remaining short elsewhere. It enlarges the comparison beyond the familiar ‘hot’ example.
1962	*udguru	Sv	Sv	CDIAL	ugəró	heavy	historical-dictionary	1	syllable-marked@-1	other-position		f_qphomzrgd6rqu	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Phal	Phal	CDIAL	úguro	heavy	historical-dictionary	3	syllable-marked@-3	other-position		f_6aixg5kbn3biw	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Phal	Phal	CDIAL	úṅguro	heavy	historical-dictionary	3	syllable-marked@-3	other-position		f_rvn66scriluyy	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Phal	Phal	liljegren	ungúru	heavy	palula-mora	2	S@-2	penultimate		f_3ascirwmhn6g4	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Gupis	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_m24vsax5lr6by	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	punl	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_77znhqqwmohdu	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	HunzaNasirabad	backstrom1992	ɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_zwmguzj6wdqe2	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	NagarThol	backstrom1992	ɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_v33zd7ik6b2jc	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	NagarChalt	backstrom1992	hɑ̱ˈgu̱ro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_3zafytmvbvhca	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	gil	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_em7zfpdapgxie	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	gil	backstrom1992	ɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_yy6nd7pukpq52	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Haramosh	backstrom1992	ɑˈguro̱	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_zd6ipt3tfvbwy	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Bagrot	backstrom1992	ɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_47s4y36dfu6pe	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Bunji	backstrom1992	hɑ̱ˈguro̱	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_c52yiselok6ia	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Rondu	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_bgkjxzroajm4q	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Gahorabad	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_hmkgrboqhmz3y	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	DashkinAstor	backstrom1992	hɑˈguro̱	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_azmtqlri5vdki	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Astor	backstrom1992	hɑˈŋuro̱	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_2ujbobjyoflvi	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Astor	backstrom1992	ɑŋˈuro̱	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_75xiaknsu6lu4	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	KachuraJel	backstrom1992	ɑˈŋur̃o	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_pfpowlukpzsdm	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Satpara	backstrom1992	ɑˈŋur̃o	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_arxdudk7g3hhk	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Gultari	backstrom1992	ɑŋˈuro̱	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_jgiq7zvmgd5ki	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Kharmang	backstrom1992	ɑˈŋuro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_cagdbqwlybz76	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	ChilasKhinar	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_jau6dv7cfnr3i	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	ChilasJelil	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_arcyglm5ufa5y	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Darel	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_l4dbo5av5ymmw	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Tangir	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_a4pvcvjdfcsm4	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Sazin	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_b4wsc7qyyhvmc	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Harban	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_45jq2ub6rxlvm	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Jalkot	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_3wkdz6uyoedlw	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	pales	backstrom1992	hɑˈguro̱	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_2gi524lubjpys	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	Kolai	backstrom1992	hɑˈguro	heavy	survey-phonetic	2	stress-marked@-2	penultimate		f_x7bvqr5kssile	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
1962	*udguru	Sh	gil	degener-shina2008	hagúro	heavy	gilgit-mora	2	S@-2	penultimate		f_brhzdpsx6grlk	Modern Palula ungúru and Gilgit hagúro/agúro accent the final root syllable before a gender ending, while older Palula úguro/úṅguro is initially accented. This is a real source or historical formation discrepancy within a well-defined adjective class. Sauji ugəró has a finally accented vowel and must be checked for its exact inflection; Kalkoti ugur/uɣur has lost the ending.
2613	*kacca	Sh	Sh	CDIAL	kačo	bad	historical-dictionary		unmarked	unscorable	no-single-location-mark	f_x5zybdxuftluu	Palula kháaču/Biori kháču and Gilgit kháčo have root prominence before a gender ending, with western quantity variation. Strand khâčʹaṛo ‘ugly’ and Gilgit khačeélo ‘stingy’ add independently visible derivational material carrying later accent. The bad lexeme is also linked to the dirty/mud family, so the two etymologies must not inflate the lexical sample.
2613	*kacca	Sh	Sh	CDIAL	khačo	bad	historical-dictionary		unmarked	unscorable	no-single-location-mark	f_ojftjxod54miq	Palula kháaču/Biori kháču and Gilgit kháčo have root prominence before a gender ending, with western quantity variation. Strand khâčʹaṛo ‘ugly’ and Gilgit khačeélo ‘stingy’ add independently visible derivational material carrying later accent. The bad lexeme is also linked to the dirty/mud family, so the two etymologies must not inflate the lexical sample.
2613	*kacca	Phal	Phal	strand	khʹâču	bad	strand-phonatory-accent	2	E@-2	penultimate		f_kg4oj2wg7p6da	Palula kháaču/Biori kháču and Gilgit kháčo have root prominence before a gender ending, with western quantity variation. Strand khâčʹaṛo ‘ugly’ and Gilgit khačeélo ‘stingy’ add independently visible derivational material carrying later accent. The bad lexeme is also linked to the dirty/mud family, so the two etymologies must not inflate the lexical sample.
3153	*kicca	Sv	Sv	CDIAL	khaco	dirty, bad	historical-dictionary		unmarked	unscorable	no-single-location-mark	f_h3k6nqseiftda	Palula číčal ‘mud’ has initial short prominence and extra l-bearing formation, whereas kháaču ‘bad’ belongs to an adjective class and is duplicated under *kacca ‘raw’. Kundal cical is a useful cognate without marked accent; Sauji khaco concerns the adjective. The distinct lexical formations and competing etymologies must be retained separately.
3153	*kicca	Phal	Phal	CDIAL	khāču	bad	historical-dictionary		unmarked	unscorable	no-single-location-mark	f_iyhpgqb2rpypa	Palula číčal ‘mud’ has initial short prominence and extra l-bearing formation, whereas kháaču ‘bad’ belongs to an adjective class and is duplicated under *kacca ‘raw’. Kundal cical is a useful cognate without marked accent; Sauji khaco concerns the adjective. The distinct lexical formations and competing etymologies must be retained separately.
3153	*kicca	Phal	Phal	CDIAL	khā́čulo	dirty, bad	historical-dictionary	3	syllable-marked@-3	other-position		f_susshhtpls6j2	Palula číčal ‘mud’ has initial short prominence and extra l-bearing formation, whereas kháaču ‘bad’ belongs to an adjective class and is duplicated under *kacca ‘raw’. Kundal cical is a useful cognate without marked accent; Sauji khaco concerns the adjective. The distinct lexical formations and competing etymologies must be retained separately.
3153	*kicca	Phal	Phal	liljegren	kháaču	bad	palula-mora	2	E@-2	penultimate		f_6jpkdn653gavo	Palula číčal ‘mud’ has initial short prominence and extra l-bearing formation, whereas kháaču ‘bad’ belongs to an adjective class and is duplicated under *kacca ‘raw’. Kundal cical is a useful cognate without marked accent; Sauji khaco concerns the adjective. The distinct lexical formations and competing etymologies must be retained separately.
3153	*kicca	Phal	biori	liljegren	kháču	bad	palula-mora	2	S@-2	penultimate		f_sszd7suoujs4q	Palula číčal ‘mud’ has initial short prominence and extra l-bearing formation, whereas kháaču ‘bad’ belongs to an adjective class and is duplicated under *kacca ‘raw’. Kundal cical is a useful cognate without marked accent; Sauji khaco concerns the adjective. The distinct lexical formations and competing etymologies must be retained separately.
3153	*kicca	Sh	Gupis	backstrom1992	ˈkʰʌčo̱	bad	survey-phonetic	2	stress-marked@-2	penultimate		f_x3jkyev5iflsy	Palula číčal ‘mud’ has initial short prominence and extra l-bearing formation, whereas kháaču ‘bad’ belongs to an adjective class and is duplicated under *kacca ‘raw’. Kundal cical is a useful cognate without marked accent; Sauji khaco concerns the adjective. The distinct lexical formations and competing etymologies must be retained separately.
