class_id	family_or_unlinked_member	language	forms	outcomes	selected_class_tokens	all_counterpart_tokens	strict_exclusions	interpretation	family_analysis
short-a-without-h	2892	Kalk	"[""traam [work; hultman2023kalkoti; HKAT-xka]"", ""traam [work; kalkoti; HKAT-xka]""]"	"[""unmarked""]"	[]	"[""f_lvuecud33bp3m"", ""f_5r24fcdrxoxj2""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori kram beside inflected kráama, and Ashret kráam, separate an older open-syllable lengthening layer from later Ashret closed-syllable lengthening. Metathesis moves r into the onset before this comparison. Shina kom/krom and Kalkoti traam share the work sense but have independent r-cluster and nasal-vowel developments. A single citation-form mora table must be supplemented by the Biori paradigm, which is the most diagnostic evidence.
short-a-without-h	2892	Kund	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori kram beside inflected kráama, and Ashret kráam, separate an older open-syllable lengthening layer from later Ashret closed-syllable lengthening. Metathesis moves r into the onset before this comparison. Shina kom/krom and Kalkoti traam share the work sense but have independent r-cluster and nasal-vowel developments. A single citation-form mora table must be supplemented by the Biori paradigm, which is the most diagnostic evidence.
short-a-without-h	2892	bro	"[""krom [work; schmidt; bro]""]"	"[""unmarked""]"	[]	"[""f_ef4tgdsk26vui""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori kram beside inflected kráama, and Ashret kráam, separate an older open-syllable lengthening layer from later Ashret closed-syllable lengthening. Metathesis moves r into the onset before this comparison. Shina kom/krom and Kalkoti traam share the work sense but have independent r-cluster and nasal-vowel developments. A single citation-form mora table must be supplemented by the Biori paradigm, which is the most diagnostic evidence.
short-a-without-h	2892	Ush	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori kram beside inflected kráama, and Ashret kráam, separate an older open-syllable lengthening layer from later Ashret closed-syllable lengthening. Metathesis moves r into the onset before this comparison. Shina kom/krom and Kalkoti traam share the work sense but have independent r-cluster and nasal-vowel developments. A single citation-form mora table must be supplemented by the Biori paradigm, which is the most diagnostic evidence.
short-a-without-h	10442	Sh	"[""yab [canal; degener-shina2008; gil]"", ""yab [irrigation channel; schmidt; gur]"", ""yab [irrigation channel; schmidt; koh]"", ""yap [irrigation channel; schmidt; Astor]"", ""yap [irrigation channel; schmidt; gil]"", ""yăbăi [irrigation channel; CDIAL; gil]"", ""yăp [irrigation channel; CDIAL; gil]"", ""yʌb [irrigation channel; CDIAL; pales]""]"	"[""short-monosyllable"", ""unmarked""]"	[]	"[""f_q6wuvxprvvre6"", ""f_xw2oo7demexso"", ""f_5m35yqbwwa7sq"", ""f_z2yfdbws47pgg"", ""f_ptpb4yps4vnnu"", ""f_pbigs4twd6ips"", ""f_errjrq4wd46uo"", ""f_flxsdkqrcrkvy""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Shina yap/yab and Biori yab are short monosyllables; Ashret yáab is early-long. The Biori comparison supports later Ashret lengthening after loss of the old finally accented feminine material, explaining why an old oxytone does not yield a late vowel here. The old vy sequence and b reflex require a segmental intermediary, but a preserved old long first vowel is not available.
short-a-without-h	10442	Phal	"[""yab [irrigation canal; liljegren; biori]"", ""yáab [irrigation canal; liljegren; Phal]"", ""yāb [irrigation channel; CDIAL; Phal]"", ""yʹâb [irrigation channel; strand; Phal]""]"	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	"[""f_7zlrrmweiu3e2"", ""f_ykrvpvohvxtgc""]"	"[""f_kzugw5x3mtw2y"", ""f_ykrvpvohvxtgc"", ""f_7zlrrmweiu3e2"", ""f_yol565tpprnx2""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Shina yap/yab and Biori yab are short monosyllables; Ashret yáab is early-long. The Biori comparison supports later Ashret lengthening after loss of the old finally accented feminine material, explaining why an old oxytone does not yield a late vowel here. The old vy sequence and b reflex require a segmental intermediary, but a preserved old long first vowel is not available.
short-a-without-h	10442	Sv	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Shina yap/yab and Biori yab are short monosyllables; Ashret yáab is early-long. The Biori comparison supports later Ashret lengthening after loss of the old finally accented feminine material, explaining why an old oxytone does not yield a late vowel here. The old vy sequence and b reflex require a segmental intermediary, but a preserved old long first vowel is not available.
short-a-without-h	10442	Kalk	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Shina yap/yab and Biori yab are short monosyllables; Ashret yáab is early-long. The Biori comparison supports later Ashret lengthening after loss of the old finally accented feminine material, explaining why an old oxytone does not yield a late vowel here. The old vy sequence and b reflex require a segmental intermediary, but a preserved old long first vowel is not available.
short-a-without-h	10442	Kund	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Shina yap/yab and Biori yab are short monosyllables; Ashret yáab is early-long. The Biori comparison supports later Ashret lengthening after loss of the old finally accented feminine material, explaining why an old oxytone does not yield a late vowel here. The old vy sequence and b reflex require a segmental intermediary, but a preserved old long first vowel is not available.
short-a-without-h	10442	bro	"[""gʲab [irrigation channel; schmidt; bro]""]"	"[""unmarked""]"	[]	"[""f_7czlj54x353lm""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Shina yap/yab and Biori yab are short monosyllables; Ashret yáab is early-long. The Biori comparison supports later Ashret lengthening after loss of the old finally accented feminine material, explaining why an old oxytone does not yield a late vowel here. The old vy sequence and b reflex require a segmental intermediary, but a preserved old long first vowel is not available.
short-a-without-h	10442	Ush	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Shina yap/yab and Biori yab are short monosyllables; Ashret yáab is early-long. The Biori comparison supports later Ashret lengthening after loss of the old finally accented feminine material, explaining why an old oxytone does not yield a late vowel here. The old vy sequence and b reflex require a segmental intermediary, but a preserved old long first vowel is not available.
short-a-without-h	unlinked:f_4sq7n3gp7dnms	Sh	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_4sq7n3gp7dnms	Phal	"[""ḍag [markhor (a species of wild goat); liljegren; biori]""]"	"[""short-monosyllable""]"	"[""f_4sq7n3gp7dnms""]"	"[""f_4sq7n3gp7dnms""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_4sq7n3gp7dnms	Sv	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_4sq7n3gp7dnms	Kalk	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_4sq7n3gp7dnms	Kund	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_4sq7n3gp7dnms	bro	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_4sq7n3gp7dnms	Ush	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	13139	Sh	"[""sat [7; CDIAL; chil]"", ""sat [7; liljegren-hindukush; HKAT-plk]"", ""sat [7; liljegren-hindukush; HKAT-scl_i]"", ""sat [7; liljegren-hindukush; HKAT-scl_p]"", ""sat [Seven; grierson-lsi1928; LSI-SHINAGILGITI]"", ""sat [seven; degener-shina2008; gil]"", ""sat [seven; schmidt; Astor]"", ""sat [seven; schmidt; gil]"", ""sat [seven; schmidt; gur]"", ""sat [seven; schmidt; koh]"", ""sät [7; CDIAL; jij]"", ""sāt [Seven; grierson-lsi1928; LSI-CHILASIOFDRAS]"", ""săt [7; CDIAL; gil]"", ""sătt [7; CDIAL; gur]"", ""sʌt [seven; backstrom1992; Astor]"", ""sʌt [seven; backstrom1992; DashkinAstor]"", ""sʌt [seven; backstrom1992; Gultari]"", ""sʌt [seven; backstrom1992; Gupis]"", ""sʌt [seven; backstrom1992; HunzaNasirabad]"", ""sʌt [seven; backstrom1992; Kharmang]"", ""sʌt [seven; backstrom1992; NagarChalt]"", ""sʌt [seven; backstrom1992; NagarThol]"", ""sʌt [seven; backstrom1992; dr]"", ""sʌt [seven; backstrom1992; punl]"", ""sʌtʰ [seven; backstrom1992; Bagrot]"", ""sʌtʰ [seven; backstrom1992; ChilasJelil]"", ""sʌtʰ [seven; backstrom1992; ChilasKhinar]"", ""sʌtʰ [seven; backstrom1992; Darel]"", ""sʌtʰ [seven; backstrom1992; Gahorabad]"", ""sʌtʰ [seven; backstrom1992; Haramosh]"", ""sʌtʰ [seven; backstrom1992; Harban]"", ""sʌtʰ [seven; backstrom1992; Jalkot]"", ""sʌtʰ [seven; backstrom1992; KachuraJel]"", ""sʌtʰ [seven; backstrom1992; Kolai]"", ""sʌtʰ [seven; backstrom1992; Rondu]"", ""sʌtʰ [seven; backstrom1992; Satpara]"", ""sʌtʰ [seven; backstrom1992; Sazin]"", ""sʌtʰ [seven; backstrom1992; Tangir]"", ""sʌtʰ [seven; backstrom1992; pales]"", ""sʌ̱t [seven; backstrom1992; Bunji]"", ""sʌ̱t [seven; backstrom1992; gil]""]"	"[""short-monosyllable"", ""unmarked""]"	[]	"[""f_fexvni6uu27uq"", ""f_qgl2doovokykw"", ""f_sjap36lwa4354"", ""f_shwsepywepn6s"", ""f_xs6vnfzffixoe"", ""f_vq64465cv3gpi"", ""f_6e7pjsjrf7m22"", ""f_65ueo2uuqtraa"", ""f_qz6umakd5moh2"", ""f_2f2ubxrdehs5u"", ""f_a76gkulqfavzu"", ""f_oc2wnkmdfzghq"", ""f_5dxf2ww5vxibc"", ""f_7ofpj6vhmqu5c"", ""f_yjxpkx7p3mvla"", ""f_uh5wgq7icwjto"", ""f_qbq3y5yihikui#1"", ""f_qbq3y5yihikui#2"", ""f_kph35qfulp4vw"", ""f_4y7x5vzks3igg"", ""f_ukf4j3s3dpa4s"", ""f_zonax7mqwuxds"", ""f_z46phsopyhmae"", ""f_2eb37kr33gfxw"", ""f_eu2hhpgwzqceg"", ""f_ule3mfn6v5yo6"", ""f_fancm54gh44as"", ""f_v7h4taxxioa6i"", ""f_7is4vf64cfykg"", ""f_ykd545wnmmlic"", ""f_gbjkyflc5odxw"", ""f_ey44semowvbqe"", ""f_yas5pwh25yys6"", ""f_fw2funxnmz3nu"", ""f_xxnke5lwwgang"", ""f_wc7av542vvmpo"", ""f_uwwfzponchi5u"", ""f_onmgxaskgea6s"", ""f_ymfaijdtfbers"", ""f_lbmgbs2jfjgyq"", ""f_qc4op64b7f2i6""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori, Shina, Kundal and Sauji sat are short, while Ashret sáat is early-long. This is a strong demonstration that an old short-root oxytone can pass through a short monosyllable and later acquire an early long vowel; its history differs from kālá > kaál with inherited root length. The retained short forms provide independent chronological evidence rather than merely an inferred intermediate.
short-a-without-h	13139	Phal	"[""sat [7; CDIAL; Phal]"", ""sat [seven; liljegren; biori]"", ""saːt [7; liljegren-hindukush; HKAT-phl]"", ""sáat [seven; liljegren; Phal]"", ""sāt [7; CDIAL; Phal]"", ""sʹât [7; strand; Phal]""]"	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	"[""f_bkvropwimluxu"", ""f_hnlptlynhabde""]"	"[""f_qupv7p73hwoay"", ""f_zige3vr22dxl6"", ""f_bkvropwimluxu"", ""f_hnlptlynhabde"", ""f_snh3iq3qg2fwa"", ""f_ze67tv2nrwrqu""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori, Shina, Kundal and Sauji sat are short, while Ashret sáat is early-long. This is a strong demonstration that an old short-root oxytone can pass through a short monosyllable and later acquire an early long vowel; its history differs from kālá > kaál with inherited root length. The retained short forms provide independent chronological evidence rather than merely an inferred intermediate.
short-a-without-h	13139	Sv	"[""saat [7; knobloch2020sauji; HKAT-sdg]"", ""saat [seven; knobloch2020sauji; HKAT-sdg]"", ""sat [7; CDIAL; Sv]"", ""saːt [7; liljegren-hindukush; HKAT-sdg]""]"	"[""unmarked""]"	[]	"[""f_ahvlziz4upjsc"", ""f_rxbpqastbt4xo"", ""f_2hyldbyeets44"", ""f_icvtrtaul5oqm""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori, Shina, Kundal and Sauji sat are short, while Ashret sáat is early-long. This is a strong demonstration that an old short-root oxytone can pass through a short monosyllable and later acquire an early long vowel; its history differs from kālá > kaál with inherited root length. The retained short forms provide independent chronological evidence rather than merely an inferred intermediate.
short-a-without-h	13139	Kalk	"[""saat [seven; hultman2023kalkoti; HKAT-xka]"", ""saat [seven; kalkoti; HKAT-xka]""]"	"[""unmarked""]"	[]	"[""f_dlu53w6gbhvgk"", ""f_uxwou6xa2rn32""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori, Shina, Kundal and Sauji sat are short, while Ashret sáat is early-long. This is a strong demonstration that an old short-root oxytone can pass through a short monosyllable and later acquire an early long vowel; its history differs from kālá > kaál with inherited root length. The retained short forms provide independent chronological evidence rather than merely an inferred intermediate.
short-a-without-h	13139	Kund	"[""sat [seven; kund; Kund]""]"	"[""unmarked""]"	[]	"[""f_mea3hruc3npra""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori, Shina, Kundal and Sauji sat are short, while Ashret sáat is early-long. This is a strong demonstration that an old short-root oxytone can pass through a short monosyllable and later acquire an early long vowel; its history differs from kālá > kaál with inherited root length. The retained short forms provide independent chronological evidence rather than merely an inferred intermediate.
short-a-without-h	13139	bro	"[""sat [seven; schmidt; bro]"", ""sāt [Seven; grierson-lsi1928; LSI-CHILASIOFDAHHANU]""]"	"[""unmarked""]"	[]	"[""f_thpbigszax67u"", ""f_plwxdrmxr746e""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori, Shina, Kundal and Sauji sat are short, while Ashret sáat is early-long. This is a strong demonstration that an old short-root oxytone can pass through a short monosyllable and later acquire an early long vowel; its history differs from kālá > kaál with inherited root length. The retained short forms provide independent chronological evidence rather than merely an inferred intermediate.
short-a-without-h	13139	Ush	"[""sɑːt [seven; rensch-decker-hallberg1992; SSNP-ushojo-USH]""]"	"[""unmarked""]"	[]	"[""f_t3dkeerfqq5r6""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Biori, Shina, Kundal and Sauji sat are short, while Ashret sáat is early-long. This is a strong demonstration that an old short-root oxytone can pass through a short monosyllable and later acquire an early long vowel; its history differs from kālá > kaál with inherited root length. The retained short forms provide independent chronological evidence rather than merely an inferred intermediate.
