source_id	locality	concept	form	source_value	source_comment	has_explicit_pitch_diacritic	caution
NagarThol-Backstrom-1992-210f-10-1	NagarThol	tongue	ǰi̱b	ǰi̱b		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-10-1	NagarChalt	tongue	ǰɪp	ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-10-1	Gilgit	tongue	ǰi̱p	ǰi̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-10-1	Haramosh	tongue	ǰɪp	ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-10-1	Bagrot	tongue	ǰɪp	ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-10-1	Bunji	tongue	ǰi̱p	ǰi̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-10-1	Rondu	tongue	ǰi̱p	ǰi̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-10-1	Gahorabad	tongue	ǰɪp	ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-10-1	DashkinAstor	tongue	ǰɪ̱p	ǰɪ̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-10-1	Astor	tongue	ǰɪ̱p	ǰɪ̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-10-1	KachuraJel	tongue	ǰ̣ɪp	ǰ̣ɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-10-1	Satpara	tongue	žɪp	žɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-10-1	Gultari	tongue	ǰi̱p	ǰi̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-10-1	Kharmang	tongue	ǰi̱p	ǰi̱p / ži̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-10-2	Kharmang	tongue	ži̱p	ǰi̱p / ži̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-10-1	Dras	tongue	ǰi̱p	ǰi̱p		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-10-1	ChilasKhinar	tongue	ǰɪp	ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-10-1	ChilasJelil	tongue	ǰɪp	ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-10-1	Darel	tongue	ǰip	ǰip		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-10-1	Tangir	tongue	ǰip	ǰip		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-10-1	Sazin	tongue	ǰip	ǰip		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-10-1	Harban	tongue	ǰip	ǰip		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-10-1	Jalkot	tongue	ǰɪp	ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-10-1	Palas	tongue	žɪp	žɪp / ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-10-2	Palas	tongue	ǰɪp	žɪp / ǰɪp		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-10-1	Kolai	tongue	ǰip	ǰip		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-26-1	Gupis	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-26-1	Punial	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-26-1	HunzaNasirabad	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-26-1	NagarThol	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-26-1	NagarChalt	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-26-1	Gilgit	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-26-1	Haramosh	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-26-1	Bagrot	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-26-1	Bunji	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-26-1	Rondu	house	goṭ	goṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-26-1	Gahorabad	house	gòóṭ	gòóṭ		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-26-1	DashkinAstor	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-26-1	Astor	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-26-1	KachuraJel	house	gòóṭ	gòóṭ / goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-26-2	KachuraJel	house	goṣ̌	gòóṭ / goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-26-1	Satpara	house	goṣ̌	goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
